DEPARTAMENTO;MUNICIPIO;ZONA;PUESTO;NOMBRE PUESTO DE VOTACION;MESA;BARRIO;ESTRATO;URBANO/RURAL;MOVIMIENTO DE SALVACION NACIONAL;GENTE EN MOVIMIENTO;WILDER IBERSON ESCOBAR ORTIZ;JUAN CARLOS HENAO VALENCIA;CLAUDIA PATRICIA ECHEVERRY BEDOYA;JUANITA ESPELETA NOREÑA;TULIA ELENA HERNANDEZ BURBANO;PACTO HISTÓRICO Y VERDES;SANTIAGO OSORIO MARIN;DIANA MARCELA ALVAREZ VALENCIA;UBALDO GONZALEZ ARIAS;VICTOR HUGO ZULUAGA RAVE;ERIKA JOHANA SANCHEZ CARDONA;COAL. PARTIDOS CAMBIO RADICAL Y COLOMBIA JUSTA LIB RES;HECTOR ALBERTO GIRALDO QUINTERO;MILTON IVAN TIBADUIZA MARIN;GLADYS GALEANO MARTINEZ;PAULA ANDREA GARCIA DIAZ;MILTON GUTIERREZ NAVARRETE;PARTIDO CONSERVADOR COLOMBIANO;FELIX ALEJANDRO CHICA CORREA;LUISA FERNANDA BARRIGA FRANCO;JUANA CAROLINA LONDOÑO JARAMILLO;JORGE HERNAN YEPES ALZATE;PARTIDO CENTRO DEMOCRÁTICO;LUIS FERNANDO GOMEZ BETANCURT;JENNY VASCO MONTOYA;JESUS IVAN OSPINA ATEHORTUA;ANGELA MARIA ZULUAGA TREJOS;CRISTIAN JIOVANY VALENCIA GRISALES;COALICIÓN JUNTOS POR CALDAS;JUAN SEBASTIAN GOMEZ GONZALES;CLAUDIA LORENA PINILLA MARTINEZ;CAMILO SALAZAR RAMIREZ;GLORIA PATRICIA GIL BEDOYA;HUGO ALBERTO POVEDA CASTAÑEDA;"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""";MARINO MURILLO FRANCO;MARIA LUISA GONZALEZ GALVIS;HECTOR ARBEY OSORIO OCAMPO;YELILE AGUIRRE VALENCIA;JUAN FELIPE ALVAREZ CASTRO;PARTIDO LIBERAL COLOMBIANO;JOSE OCTAVIO CARDONA LEON;MARTHA LLANETH ALVAREZ SALAZAR;ANDRES FELIPE BETANCOURTH LOPEZ;JUAN CAMILO ALDANA MORALES;EVELIN PINEDA DIAZ;VOTOS EN BLANCO;VOTOS NULOS;VOTOS NO MARCADOS
CALDAS ;MANIZALES;9;1;UNIVERSIDAD CATOLICA DE MANIZALES;10;AVENIDA SANTANDER;5;URBANO;2;0;6;11;3;3;7;13;21;2;4;2;5;0;5;1;3;1;1;0;5;3;13;8;1;8;1;8;8;2;0;31;1;0;3;0;0;5;0;0;0;2;0;12;0;4;0;1;26;6;0
CALDAS ;MANIZALES;9;1;UNIVERSIDAD CATOLICA DE MANIZALES;11;AVENIDA SANTANDER;5;URBANO;0;0;7;8;1;2;1;14;24;6;7;2;2;0;3;2;3;0;0;2;2;3;12;15;7;5;0;2;0;3;1;25;2;0;0;0;1;2;2;1;0;3;2;13;1;8;0;1;21;6;2
CALDAS ;MANIZALES;9;1;UNIVERSIDAD CATOLICA DE MANIZALES;12;AVENIDA SANTANDER;5;URBANO;0;0;2;5;0;2;0;15;12;4;8;7;4;0;1;0;4;0;0;1;4;3;6;5;1;2;0;3;0;2;0;22;1;2;1;0;0;1;3;0;0;2;0;9;0;1;1;1;31;1;0
CALDAS ;MANIZALES;9;1;UNIVERSIDAD CATOLICA DE MANIZALES;13;AVENIDA SANTANDER;5;URBANO;1;0;9;7;2;1;1;9;31;1;7;3;0;2;3;0;3;0;1;1;2;4;10;7;2;2;0;1;0;2;0;27;2;3;1;0;0;3;2;1;1;8;1;13;0;3;0;0;19;5;1
CALDAS ;MANIZALES;9;1;UNIVERSIDAD CATOLICA DE MANIZALES;14;AVENIDA SANTANDER;5;URBANO;0;0;12;11;0;4;1;9;23;0;2;2;3;0;2;0;3;0;1;0;8;4;11;8;1;0;0;8;0;0;0;22;1;1;0;0;0;7;0;1;0;2;0;5;2;5;0;0;15;2;0
CALDAS ;MANIZALES;9;1;UNIVERSIDAD CATOLICA DE MANIZALES;15;AVENIDA SANTANDER;5;URBANO;0;1;12;6;0;5;0;13;23;4;7;4;2;0;1;0;4;0;1;1;5;6;0;0;1;3;0;2;0;0;0;21;2;0;1;0;0;1;1;0;0;0;0;7;1;2;0;0;22;3;0
CALDAS ;MANIZALES;9;1;UNIVERSIDAD CATOLICA DE MANIZALES;16;AVENIDA SANTANDER;5;URBANO;0;0;7;2;1;4;0;20;31;6;5;3;3;0;2;0;1;1;2;0;2;0;8;1;1;4;0;3;0;0;1;32;3;0;1;1;0;0;0;0;0;0;0;5;0;4;0;0;24;1;0
CALDAS ;MANIZALES;9;1;UNIVERSIDAD CATOLICA DE MANIZALES;17;AVENIDA SANTANDER;5;URBANO;0;0;0;1;0;1;0;2;3;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;4;0;0;0;1;0;0;3;0;0;0;0;2;0;8;0;0;1;0;0
CALDAS ;MANIZALES;9;2;FACUL. DE CIENCIAS JUR Y SOC U DE CALDAS;1;AVENIDA SANTAR LAS PALMAS;5;URBANO;1;0;11;3;0;0;1;8;14;4;3;3;2;0;1;2;0;0;0;4;8;8;16;30;0;10;0;20;2;1;3;18;2;0;0;0;0;5;0;0;1;4;1;11;0;6;0;0;24;8;2
CALDAS ;MANIZALES;9;2;FACUL. DE CIENCIAS JUR Y SOC U DE CALDAS;2;AVENIDA SANTAR LAS PALMAS;5;URBANO;1;0;0;7;1;0;1;11;24;1;8;1;3;0;5;1;2;0;0;0;8;4;21;19;4;14;2;21;3;4;0;35;4;1;1;0;1;3;5;1;0;2;1;27;1;2;0;0;21;6;2
CALDAS ;MANIZALES;9;2;FACUL. DE CIENCIAS JUR Y SOC U DE CALDAS;3;AVENIDA SANTAR LAS PALMAS;5;URBANO;3;0;5;6;1;4;1;6;16;6;1;4;3;1;4;1;2;0;0;1;8;6;15;22;6;13;1;19;0;1;0;33;0;1;1;0;0;3;0;0;0;2;2;13;1;8;0;1;31;2;1
CALDAS ;MANIZALES;9;2;FACUL. DE CIENCIAS JUR Y SOC U DE CALDAS;4;AVENIDA SANTAR LAS PALMAS;5;URBANO;1;0;3;1;1;1;0;4;12;1;1;1;1;0;2;0;3;0;0;0;6;3;21;35;16;12;1;21;0;1;1;26;1;0;0;0;0;5;0;0;0;2;0;6;1;5;0;0;7;5;6
CALDAS ;MANIZALES;9;2;FACUL. DE CIENCIAS JUR Y SOC U DE CALDAS;5;AVENIDA SANTAR LAS PALMAS;5;URBANO;1;0;4;6;1;0;2;9;22;1;1;2;2;0;4;1;5;1;0;2;9;8;14;30;7;11;0;8;0;0;1;40;4;2;2;0;0;1;1;0;1;4;1;11;0;5;1;0;18;4;1
CALDAS ;MANIZALES;9;2;FACUL. DE CIENCIAS JUR Y SOC U DE CALDAS;6;AVENIDA SANTAR LAS PALMAS;5;URBANO;2;0;13;10;1;2;2;9;23;0;4;4;3;0;2;0;1;1;0;1;5;7;9;27;1;11;1;22;1;1;2;25;1;1;0;0;0;5;1;0;0;5;1;14;1;6;0;3;13;5;2
CALDAS ;MANIZALES;9;2;FACUL. DE CIENCIAS JUR Y SOC U DE CALDAS;7;AVENIDA SANTAR LAS PALMAS;5;URBANO;1;0;13;6;2;0;0;7;22;4;3;3;3;0;2;0;3;0;0;1;7;4;20;47;3;5;1;12;0;1;1;29;7;3;1;0;0;0;1;0;0;1;3;12;2;2;0;1;14;2;0
CALDAS ;MANIZALES;9;2;FACUL. DE CIENCIAS JUR Y SOC U DE CALDAS;8;AVENIDA SANTAR LAS PALMAS;5;URBANO;1;0;4;12;0;4;2;9;13;1;3;4;0;1;2;0;6;0;1;3;16;9;22;26;4;8;0;11;0;0;1;29;4;1;0;1;1;3;1;0;0;6;0;19;1;5;0;1;19;2;0
CALDAS ;MANIZALES;9;2;FACUL. DE CIENCIAS JUR Y SOC U DE CALDAS;9;AVENIDA SANTAR LAS PALMAS;5;URBANO;0;0;6;3;0;0;0;16;15;2;2;4;4;0;0;0;5;0;2;0;4;5;18;15;8;2;0;11;2;2;0;27;2;1;0;0;0;2;0;0;0;4;0;11;0;9;0;0;25;2;0
CALDAS ;MANIZALES;9;2;FACUL. DE CIENCIAS JUR Y SOC U DE CALDAS;10;AVENIDA SANTAR LAS PALMAS;5;URBANO;2;0;9;9;0;4;3;8;26;4;4;3;6;1;4;0;5;1;1;3;8;2;15;14;5;6;1;8;0;0;0;42;3;0;1;0;0;4;2;0;0;0;0;12;2;4;1;0;13;9;0
CALDAS ;MANIZALES;9;2;FACUL. DE CIENCIAS JUR Y SOC U DE CALDAS;11;AVENIDA SANTAR LAS PALMAS;5;URBANO;0;0;9;4;1;5;0;13;31;5;8;2;3;0;0;0;2;1;1;1;5;1;7;2;2;1;1;2;0;0;1;1;1;0;0;0;0;0;0;0;0;0;2;4;0;1;1;0;25;2;0
CALDAS ;MANIZALES;9;2;FACUL. DE CIENCIAS JUR Y SOC U DE CALDAS;12;AVENIDA SANTAR LAS PALMAS;5;URBANO;0;0;8;6;2;2;3;16;23;2;3;3;3;0;1;0;5;0;1;2;6;3;12;6;3;4;0;6;0;2;0;32;1;2;0;0;0;3;0;0;0;3;2;7;2;3;0;0;1;3;0
CALDAS ;MANIZALES;9;2;FACUL. DE CIENCIAS JUR Y SOC U DE CALDAS;13;AVENIDA SANTAR LAS PALMAS;5;URBANO;1;1;7;5;0;5;0;20;17;6;3;2;2;1;3;0;2;0;0;0;4;4;7;6;1;0;0;6;0;1;1;38;4;4;0;0;0;4;0;0;0;3;0;9;1;4;0;0;12;0;0
CALDAS ;MANIZALES;9;3;IE NACIONAL AUX DE ENFERMERIA S PRINC.;1;PALERMO;6;URBANO;2;0;6;1;1;3;3;4;10;0;1;3;1;3;1;0;1;0;0;1;8;2;30;52;16;15;0;29;3;5;0;21;1;1;0;1;0;5;1;0;0;1;1;7;1;1;1;0;15;8;5
CALDAS ;MANIZALES;9;3;IE NACIONAL AUX DE ENFERMERIA S PRINC.;2;PALERMO;6;URBANO;1;0;8;4;0;0;0;6;12;0;3;1;0;0;2;0;1;0;0;1;7;3;35;49;18;16;5;25;1;2;0;28;2;1;2;0;2;6;2;0;0;0;1;10;2;1;0;0;19;6;2
CALDAS ;MANIZALES;9;3;IE NACIONAL AUX DE ENFERMERIA S PRINC.;3;PALERMO;6;URBANO;3;0;5;8;0;1;1;4;10;0;1;0;2;1;0;0;3;0;0;6;11;5;37;45;13;21;1;27;3;6;2;32;1;1;2;0;0;3;0;1;0;0;0;18;0;4;0;0;20;4;0
CALDAS ;MANIZALES;9;3;IE NACIONAL AUX DE ENFERMERIA S PRINC.;4;PALERMO;6;URBANO;1;1;5;8;0;0;1;2;0;2;2;0;0;0;2;0;3;0;0;1;5;6;47;35;12;27;2;17;2;0;0;25;0;0;1;1;1;1;3;0;0;3;1;16;3;4;0;0;11;3;1
CALDAS ;MANIZALES;9;3;IE NACIONAL AUX DE ENFERMERIA S PRINC.;5;PALERMO;6;URBANO;0;1;6;13;0;0;2;8;17;3;2;4;1;1;1;2;0;0;1;0;9;2;19;29;10;10;2;13;3;1;3;6;1;2;0;2;0;0;0;0;0;0;0;20;6;4;0;1;16;4;2
CALDAS ;MANIZALES;9;3;IE NACIONAL AUX DE ENFERMERIA S PRINC.;6;PALERMO;6;URBANO;0;0;5;5;0;0;1;3;8;1;2;2;1;0;3;0;0;0;0;1;10;6;20;43;9;12;2;0;0;2;0;20;0;1;2;2;2;1;0;1;0;2;2;4;0;3;1;0;11;4;3
CALDAS ;MANIZALES;9;3;IE NACIONAL AUX DE ENFERMERIA S PRINC.;7;PALERMO;6;URBANO;0;0;4;1;0;0;1;3;17;0;2;3;0;1;3;0;2;1;0;1;10;8;24;58;9;22;0;36;7;7;0;35;2;0;0;1;1;2;0;1;0;0;0;6;0;3;1;0;10;5;5
CALDAS ;MANIZALES;9;3;IE NACIONAL AUX DE ENFERMERIA S PRINC.;8;PALERMO;6;URBANO;1;1;16;2;0;1;2;6;17;0;0;0;2;1;1;0;1;2;0;1;7;8;32;55;14;24;3;33;4;3;2;23;2;0;1;0;0;2;1;1;0;1;0;11;0;0;0;1;14;1;2
CALDAS ;MANIZALES;9;3;IE NACIONAL AUX DE ENFERMERIA S PRINC.;9;PALERMO;6;URBANO;0;0;6;6;0;1;1;5;9;1;3;1;0;0;3;0;1;0;0;1;5;7;22;23;14;11;0;16;3;5;1;45;0;0;0;0;2;1;0;0;2;0;2;22;1;3;1;1;18;2;2
CALDAS ;MANIZALES;9;3;IE NACIONAL AUX DE ENFERMERIA S PRINC.;10;PALERMO;6;URBANO;0;0;3;1;0;0;1;3;2;1;2;1;0;0;0;0;0;0;1;1;3;0;6;11;0;4;0;8;0;1;0;2;1;1;0;1;1;2;0;0;0;0;0;8;0;1;0;0;4;3;0
CALDAS ;MANIZALES;9;4;I E NORMAL SUPERIOR DE MANIZALES;1;SECTOR PALOGRANDE;4;URBANO;1;0;7;5;0;0;2;15;17;1;2;1;2;0;2;1;1;0;1;3;9;4;18;18;6;27;0;16;1;0;1;23;4;0;2;2;0;1;0;0;0;0;0;10;2;2;0;1;22;6;4
CALDAS ;MANIZALES;9;4;I E NORMAL SUPERIOR DE MANIZALES;2;SECTOR PALOGRANDE;4;URBANO;0;0;8;11;0;2;3;7;16;3;1;1;4;0;1;0;0;1;0;0;10;2;14;25;6;7;0;18;1;0;0;26;3;0;1;0;0;2;2;1;0;2;1;11;1;5;0;2;20;6;1
CALDAS ;MANIZALES;9;4;I E NORMAL SUPERIOR DE MANIZALES;3;SECTOR PALOGRANDE;4;URBANO;1;1;5;1;0;0;0;13;16;2;2;4;0;0;0;0;1;0;0;0;4;5;15;22;6;7;0;8;2;4;3;27;2;1;0;2;1;1;1;2;0;0;1;8;1;0;0;0;21;4;3
CALDAS ;MANIZALES;9;4;I E NORMAL SUPERIOR DE MANIZALES;4;SECTOR PALOGRANDE;4;URBANO;1;1;12;6;1;5;0;2;14;1;4;0;12;0;1;1;4;0;1;0;7;5;21;29;7;11;0;17;1;0;0;40;4;1;3;0;0;1;3;0;0;1;1;9;0;1;0;0;17;11;0
CALDAS ;MANIZALES;9;4;I E NORMAL SUPERIOR DE MANIZALES;5;SECTOR PALOGRANDE;4;URBANO;1;1;8;6;2;0;2;9;16;2;4;1;2;0;6;0;5;1;0;1;7;9;11;21;6;12;1;5;2;3;0;20;4;0;0;0;0;2;3;0;0;4;2;12;1;3;0;0;21;5;0
CALDAS ;MANIZALES;9;4;I E NORMAL SUPERIOR DE MANIZALES;6;SECTOR PALOGRANDE;4;URBANO;3;0;6;4;1;0;1;8;14;0;2;0;1;2;0;1;6;0;0;3;7;8;10;26;3;9;0;10;0;1;0;25;2;1;0;1;0;2;2;1;1;1;2;19;2;6;0;0;12;7;1
CALDAS ;MANIZALES;9;4;I E NORMAL SUPERIOR DE MANIZALES;7;SECTOR PALOGRANDE;4;URBANO;0;1;6;4;1;1;1;15;19;3;3;0;3;1;2;0;1;3;0;1;11;5;12;11;11;12;0;8;2;1;2;26;4;2;2;2;1;3;1;0;0;0;0;11;1;4;0;0;19;1;2
CALDAS ;MANIZALES;9;4;I E NORMAL SUPERIOR DE MANIZALES;8;SECTOR PALOGRANDE;4;URBANO;2;0;8;6;0;0;0;5;2;3;1;2;5;1;1;1;5;0;0;1;9;5;15;8;5;8;0;6;1;0;2;27;4;2;0;2;0;2;1;0;1;5;0;2;0;2;1;0;20;5;0
CALDAS ;MANIZALES;9;4;I E NORMAL SUPERIOR DE MANIZALES;9;SECTOR PALOGRANDE;4;URBANO;1;0;2;7;0;4;0;23;23;9;10;8;5;0;2;0;3;1;3;0;4;1;6;6;2;2;1;1;0;2;1;24;5;3;0;0;1;0;0;6;1;0;0;0;0;0;0;0;28;4;1
CALDAS ;MANIZALES;9;4;I E NORMAL SUPERIOR DE MANIZALES;10;SECTOR PALOGRANDE;4;URBANO;1;0;7;8;0;1;1;11;22;5;3;3;3;0;2;1;0;1;0;0;5;2;8;11;3;4;1;7;1;2;1;37;3;1;1;0;0;2;0;0;0;2;1;8;3;3;0;0;17;3;0
CALDAS ;MANIZALES;9;4;I E NORMAL SUPERIOR DE MANIZALES;11;SECTOR PALOGRANDE;4;URBANO;0;0;6;3;0;1;0;19;30;6;3;3;3;0;0;0;1;0;2;0;5;2;12;13;1;2;1;7;0;0;0;30;2;0;2;0;0;5;0;0;1;1;0;9;0;2;0;1;17;8;0
CALDAS ;MANIZALES;9;4;I E NORMAL SUPERIOR DE MANIZALES;12;SECTOR PALOGRANDE;4;URBANO;0;1;5;2;1;6;0;28;24;7;12;4;4;1;2;0;3;0;1;0;2;3;2;6;2;0;0;1;0;2;1;15;1;1;1;1;0;1;0;0;0;1;0;8;0;3;0;0;21;2;0
CALDAS ;MANIZALES;9;5;SEM. MENOR DE NUESTRA SEÑORA DEL ROSARIO;1;LA LEONORA;5;URBANO;2;0;20;9;0;4;2;20;18;6;5;2;2;1;2;2;0;2;2;1;5;2;14;19;8;13;2;11;1;2;2;30;2;3;0;1;0;12;0;0;0;4;0;2;1;8;0;0;29;6;0
CALDAS ;MANIZALES;9;5;SEM. MENOR DE NUESTRA SEÑORA DEL ROSARIO;2;LA LEONORA;5;URBANO;1;0;7;5;1;1;0;16;25;6;1;1;2;0;3;1;3;2;3;0;2;2;4;4;2;1;0;7;1;1;1;41;4;6;2;0;0;3;0;0;1;1;1;10;0;4;1;1;14;2;0
CALDAS ;MANIZALES;9;5;SEM. MENOR DE NUESTRA SEÑORA DEL ROSARIO;3;LA LEONORA;5;URBANO;0;0;13;11;0;4;2;16;21;7;6;5;3;1;4;1;3;0;0;0;3;2;5;1;1;3;0;1;0;0;0;42;1;2;0;0;0;2;1;0;0;1;0;9;0;1;0;0;13;2;0
CALDAS ;MANIZALES;9;5;SEM. MENOR DE NUESTRA SEÑORA DEL ROSARIO;4;LA LEONORA;5;URBANO;0;0;10;3;2;3;0;28;20;5;11;2;7;1;1;1;5;1;2;1;1;4;8;3;2;0;0;6;0;0;0;28;2;3;1;0;0;4;1;1;0;2;0;5;2;4;1;1;18;2;0
CALDAS ;MANIZALES;9;5;SEM. MENOR DE NUESTRA SEÑORA DEL ROSARIO;5;LA LEONORA;5;URBANO;0;0;4;6;1;2;0;28;29;10;7;3;5;0;1;1;3;0;0;1;1;1;6;1;0;1;0;0;0;0;0;1;1;0;0;4;0;0;0;0;0;0;0;4;0;2;0;0;27;1;0
CALDAS ;MANIZALES;9;6;COLISEO MENOR RAMON MARIN VARGAS;1;GUAYACANES;5;URBANO;0;0;11;3;1;2;2;21;27;2;3;2;1;1;3;0;1;1;1;1;6;7;31;21;13;14;1;22;4;4;1;30;5;2;0;0;1;6;2;1;0;0;2;15;1;3;3;0;32;2;1
CALDAS ;MANIZALES;9;6;COLISEO MENOR RAMON MARIN VARGAS;2;GUAYACANES;;URBANO;1;0;12;8;1;0;0;6;15;1;1;0;1;2;2;0;1;0;0;0;7;5;18;34;10;9;1;20;0;3;4;35;4;3;3;2;0;2;6;0;0;2;3;14;2;6;0;1;13;1;2
CALDAS ;MANIZALES;9;6;COLISEO MENOR RAMON MARIN VARGAS;3;GUAYACANES;5;URBANO;2;0;11;7;2;1;0;1;17;0;2;1;0;1;2;0;0;0;1;0;10;8;38;58;14;1;1;16;3;1;1;28;3;2;0;0;0;1;1;0;0;2;0;11;1;8;0;0;13;0;0
CALDAS ;MANIZALES;9;6;COLISEO MENOR RAMON MARIN VARGAS;4;GUAYACANES;5;URBANO;1;0;7;2;0;1;0;4;19;0;2;2;0;1;2;0;2;0;2;2;8;9;45;38;11;11;0;33;0;1;0;33;0;1;2;0;0;4;1;0;0;2;0;10;2;2;0;0;13;4;2
CALDAS ;MANIZALES;9;6;COLISEO MENOR RAMON MARIN VARGAS;5;GUAYACANES;5;URBANO;0;0;6;8;1;3;0;1;18;3;3;1;3;1;1;1;2;0;1;0;9;10;41;44;6;15;2;17;1;2;4;38;2;0;0;0;0;1;2;0;0;1;2;14;1;7;0;0;8;2;0
CALDAS ;MANIZALES;9;6;COLISEO MENOR RAMON MARIN VARGAS;6;GUAYACANES;5;URBANO;1;0;7;6;1;1;1;7;13;1;4;1;0;0;1;0;1;0;1;3;7;5;30;22;6;9;0;14;3;7;0;46;0;3;0;0;0;2;3;1;0;4;0;24;1;3;1;0;20;4;1
CALDAS ;MANIZALES;9;6;COLISEO MENOR RAMON MARIN VARGAS;7;GUAYACANES;5;URBANO;2;0;8;5;1;3;0;12;19;1;2;3;3;2;1;1;6;0;2;3;6;11;26;22;9;15;1;13;2;2;1;20;2;1;0;1;0;2;3;0;0;1;1;9;0;7;2;0;16;1;0
CALDAS ;MANIZALES;9;6;COLISEO MENOR RAMON MARIN VARGAS;8;GUAYACANES;5;URBANO;1;0;9;13;2;1;1;9;12;0;0;1;2;0;0;1;3;3;1;1;9;6;36;25;10;12;0;11;2;6;2;35;1;0;1;0;0;2;2;0;0;1;0;12;2;6;0;1;14;3;2
CALDAS ;MANIZALES;9;6;COLISEO MENOR RAMON MARIN VARGAS;9;GUAYACANES;5;URBANO;0;0;10;8;1;2;0;10;18;2;3;1;2;0;2;1;0;1;0;0;4;1;13;21;5;8;0;14;1;8;2;48;3;1;0;1;0;2;2;0;0;2;0;15;1;4;0;2;21;1;3
CALDAS ;MANIZALES;9;6;COLISEO MENOR RAMON MARIN VARGAS;10;GUAYACANES;5;URBANO;1;0;11;14;3;4;0;12;21;4;4;4;1;2;0;2;2;0;1;3;4;3;19;15;7;9;1;10;0;1;2;27;1;2;0;0;0;2;1;0;0;1;2;10;0;5;0;0;19;1;0
CALDAS ;MANIZALES;9;6;COLISEO MENOR RAMON MARIN VARGAS;11;GUAYACANES;5;URBANO;0;1;7;8;0;2;1;16;28;11;10;5;3;0;3;0;6;0;0;0;10;0;12;6;1;4;1;3;0;2;0;20;2;1;0;0;1;3;0;1;0;1;2;9;1;1;1;0;37;3;0
CALDAS ;MANIZALES;9;6;COLISEO MENOR RAMON MARIN VARGAS;12;GUAYACANES;5;URBANO;2;0;10;8;1;5;1;9;28;4;6;1;1;0;0;1;3;1;0;0;7;1;8;19;2;7;1;8;0;2;0;36;1;0;1;0;0;0;1;0;0;2;0;6;0;2;1;1;21;0;0
CALDAS ;MANIZALES;9;6;COLISEO MENOR RAMON MARIN VARGAS;13;GUAYACANES;5;URBANO;0;1;8;7;0;2;1;6;27;2;4;2;5;0;1;0;4;0;0;1;6;1;6;20;0;0;0;0;0;0;1;47;1;0;0;0;0;1;0;1;0;1;4;12;0;3;1;1;17;0;0
CALDAS ;MANIZALES;9;6;COLISEO MENOR RAMON MARIN VARGAS;14;GUAYACANES;5;URBANO;1;0;10;14;0;0;1;7;26;2;5;3;4;0;3;0;1;1;1;1;9;0;13;19;5;3;0;14;0;2;1;44;0;1;1;0;0;4;1;0;0;1;0;15;0;4;1;0;16;1;0
CALDAS ;MANIZALES;9;6;COLISEO MENOR RAMON MARIN VARGAS;15;GUAYACANES;5;URBANO;1;1;9;6;1;2;0;7;20;1;3;1;2;0;1;1;1;0;0;0;10;5;16;17;3;10;0;11;1;1;3;36;3;2;2;0;0;1;2;0;0;1;0;14;0;4;0;0;16;2;0
CALDAS ;MANIZALES;9;6;COLISEO MENOR RAMON MARIN VARGAS;16;GUAYACANES;5;URBANO;1;0;4;11;1;3;0;8;23;6;2;0;1;0;0;1;4;1;2;1;5;2;15;13;3;6;0;5;2;1;1;37;0;0;2;0;0;1;2;0;0;0;1;8;1;1;0;1;17;0;2
CALDAS ;MANIZALES;9;6;COLISEO MENOR RAMON MARIN VARGAS;17;GUAYACANES;5;URBANO;0;0;10;14;2;2;1;12;28;5;4;4;2;0;0;0;3;0;0;0;2;2;11;7;1;4;0;12;0;0;0;33;4;1;0;0;0;2;3;0;0;2;0;10;0;8;0;0;19;2;0
CALDAS ;MANIZALES;9;6;COLISEO MENOR RAMON MARIN VARGAS;18;GUAYACANES;5;URBANO;3;1;7;6;2;1;0;22;35;10;10;6;4;0;3;0;6;0;0;1;2;3;9;7;1;2;0;3;1;2;0;20;2;0;1;0;0;0;0;0;0;0;0;1;1;2;0;2;38;0;0
CALDAS ;MANIZALES;10;1;I.E. ATANASIO GIRARDOT;1;BETANIA;2;URBANO;0;0;11;10;0;2;4;5;10;1;3;1;0;0;4;1;3;0;0;5;7;1;9;3;4;5;1;2;0;0;0;12;3;1;0;0;1;1;1;0;1;1;3;6;0;5;0;0;19;7;22
CALDAS ;MANIZALES;10;1;I.E. ATANASIO GIRARDOT;2;BETANIA;2;URBANO;0;0;9;15;3;2;2;11;24;1;4;2;2;0;5;0;9;1;1;1;10;3;21;7;1;6;0;4;0;0;0;9;3;2;0;2;1;1;0;0;0;2;5;9;2;1;0;1;19;10;7
CALDAS ;MANIZALES;10;1;I.E. ATANASIO GIRARDOT;3;BETANIA;2;URBANO;1;1;12;12;1;4;0;14;20;3;6;0;1;0;5;0;10;0;2;2;6;4;12;8;2;3;0;3;2;0;4;13;3;1;0;1;2;2;1;2;1;1;3;12;1;4;1;2;13;20;1
CALDAS ;MANIZALES;10;1;I.E. ATANASIO GIRARDOT;4;BETANIA;2;URBANO;1;0;4;12;0;3;0;9;14;0;3;1;0;0;8;1;3;0;2;0;6;3;10;5;0;1;0;4;0;0;2;10;3;1;1;1;2;2;0;0;0;2;5;15;0;4;1;0;11;10;3
CALDAS ;MANIZALES;10;1;I.E. ATANASIO GIRARDOT;5;BETANIA;2;URBANO;1;1;2;6;1;1;1;14;19;4;7;2;0;0;7;0;5;2;1;1;13;6;11;11;0;3;1;1;0;0;1;19;11;0;0;0;2;2;2;0;0;3;2;7;5;1;0;0;20;12;4
CALDAS ;MANIZALES;10;1;I.E. ATANASIO GIRARDOT;6;BETANIA;2;URBANO;0;2;21;8;0;1;0;9;12;0;3;1;1;1;4;1;8;1;1;6;8;1;11;7;5;2;0;3;1;2;2;17;5;2;0;0;0;0;0;1;0;3;0;13;2;3;1;0;14;12;6
CALDAS ;MANIZALES;10;1;I.E. ATANASIO GIRARDOT;7;BETANIA;2;URBANO;2;0;9;9;3;2;2;10;2;4;1;1;5;1;3;1;7;1;4;1;5;5;17;7;2;2;1;4;1;0;2;7;7;5;1;1;0;0;1;0;0;4;1;15;2;3;0;0;12;11;3
CALDAS ;MANIZALES;10;1;I.E. ATANASIO GIRARDOT;8;BETANIA;2;URBANO;0;1;10;21;2;1;0;9;21;1;4;1;1;0;1;2;10;1;0;3;11;4;12;9;2;5;0;6;0;0;4;11;8;2;2;1;2;2;1;0;0;4;2;18;4;0;4;0;0;0;0
CALDAS ;MANIZALES;10;1;I.E. ATANASIO GIRARDOT;9;BETANIA;2;URBANO;1;1;11;12;2;2;1;15;23;0;3;3;1;1;8;0;3;0;1;0;6;4;9;5;4;6;0;6;1;2;2;18;7;1;0;2;0;0;0;1;0;0;2;12;3;4;0;0;13;17;4
CALDAS ;MANIZALES;10;1;I.E. ATANASIO GIRARDOT;10;BETANIA;2;URBANO;0;1;14;22;3;2;1;11;20;3;2;3;1;1;8;1;2;0;0;0;7;2;16;3;1;3;0;2;1;0;1;16;6;4;0;0;0;0;1;0;0;2;1;8;1;3;0;0;20;17;1
CALDAS ;MANIZALES;10;1;I.E. ATANASIO GIRARDOT;11;BETANIA;2;URBANO;0;0;3;12;3;2;0;13;27;7;6;4;2;0;3;0;3;2;1;1;4;2;3;4;0;1;0;0;0;0;0;21;5;0;1;0;0;0;0;0;0;3;0;8;3;1;0;1;14;6;2
